recommendationid,language,review,voted_up,created_at,updated_at,author.steamid,author.num_games_owned,author.num_reviews
223027257,schinese,看看风景打打怪，比前几作休闲,TRUE,2026-04-11T14:55:46Z,2026-04-11T14:55:46Z,76561198267337408,0,11
223019710,schinese,这代纯几把幽默游戏成功展现了卡普空最低能的一面，武器平衡依托，武器机制和那些逆天傻逼动作速度的怪交互也几把一坨，感觉不如回去玩世界或者崛起,FALSE,2026-04-11T13:10:10Z,2026-04-11T13:10:10Z,76561198854594468,0,4
223012456,schinese, 爽,TRUE,2026-04-11T11:08:57Z,2026-04-11T11:08:57Z,76561199877981827,3,1
223007153,schinese,司马游戏主线老卡bug,FALSE,2026-04-11T09:24:52Z,2026-04-11T09:24:52Z,76561198311737572,111,3
223006430,schinese,不仅不更新，还进不去游戏了，报什么搜狗拼音的错，过于离谱,FALSE,2026-04-11T09:11:00Z,2026-04-11T09:11:00Z,76561198123404454,0,1
223004938,schinese,虽然诟病良多。但好玩也是真好玩，美术也很顶级。在高配置和骨折价的条件下可以一尝,TRUE,2026-04-11T08:40:49Z,2026-04-11T08:40:49Z,76561198442420019,204,28
222999182,schinese,TMD老是玩着玩着崩溃，卡普k尼玛撕了，嘈踏马的撒比玩意儿（A卡至今没优化好，司马卡普空）,FALSE,2026-04-11T06:33:02Z,2026-04-17T16:52:25Z,76561199031087222,63,3
222996156,schinese,我真服了，今天更新完一打开贴图就一直出错,FALSE,2026-04-11T05:23:26Z,2026-04-11T05:23:26Z,76561198439989332,68,3
222992029,schinese,"Personally, I think this game is very fun. However, it is advisable to equip with a solid-state drive.",TRUE,2026-04-11T03:53:42Z,2026-04-11T03:53:42Z,76561198725036437,0,1
222977547,schinese,好玩,TRUE,2026-04-10T22:39:14Z,2026-04-10T22:39:14Z,76561198347724747,60,1
222974993,schinese,好玩,TRUE,2026-04-10T21:51:36Z,2026-04-10T21:51:36Z,76561199248398987,17,1
222954758,schinese,世界上最好玩的的游戏,TRUE,2026-04-10T16:30:23Z,2026-04-10T16:30:23Z,76561198835038037,30,1
222954602,schinese,到终局优化还算凑合吧,TRUE,2026-04-10T16:27:50Z,2026-04-10T16:27:50Z,76561198248166288,0,1
222947810,schinese,不愧是卡普空，卡的没边了,FALSE,2026-04-10T14:45:06Z,2026-04-10T14:45:06Z,76561199572027407,54,1
222938032,schinese,快跑,FALSE,2026-04-10T11:54:12Z,2026-04-10T11:54:12Z,76561198433298191,0,9
222937365,schinese,"太刀太好玩了，我要玩一辈子太刀
",TRUE,2026-04-10T11:39:07Z,2026-04-10T11:39:07Z,76561199855816811,84,3
222937168,schinese,某些武器多打是熟练精进，某些武器多打是给武器设计擦屁股👍,FALSE,2026-04-10T11:35:08Z,2026-04-13T21:45:27Z,76561198889117475,0,14
222936490,schinese,和世界比起来创新确实有限，没到非要玩一下的地步,FALSE,2026-04-10T11:20:41Z,2026-04-10T11:20:41Z,76561198900423344,0,1
222927355,schinese,4060的显卡，画面太差，掉帧，都没法玩，跟世界崛起差太远了，玩了1小时马上退款,TRUE,2026-04-10T07:14:59Z,2026-04-10T07:14:59Z,76561199173331172,0,1
222925790,schinese,我觉得蛮好的,TRUE,2026-04-10T06:25:02Z,2026-04-10T06:25:02Z,76561198103922714,0,9
222923296,schinese,太刀史诗级加强,TRUE,2026-04-10T05:09:45Z,2026-04-10T05:09:45Z,76561198752446161,12,1
222923291,schinese,游戏都进不去，DLC再给你一次机会,FALSE,2026-04-10T05:09:35Z,2026-04-10T05:09:35Z,76561199640488279,0,1
222920481,schinese,"sb 游戏
",FALSE,2026-04-10T03:48:31Z,2026-04-10T03:48:31Z,76561199565676484,0,2
222918817,schinese,真尼玛离谱，非把他们什么欧米茄放主线里面不打完不能玩后续任务呗，这个阶段最强的装备也是被两下秒，还他们会打连招吗，我就tm不想四个人玩不行吗，制作人你们家要四人了吗，开个风铃月影也你你妈闪退，本身游戏剧情就特么差，武器平衡也是一坨，还非他妈联动出个粪怪是不是体现小巧思是不是，我真谢谢你，以后怪猎我只玩盗版了,FALSE,2026-04-10T03:05:26Z,2026-04-10T03:05:26Z,76561198856941394,100,3
222905543,schinese,除了游戏崩溃，频繁掉线，风扇嚎叫这些情况，游戏还是很好玩的，虽然不如世界，但是也是不错的正统续作。就是剧情里的理塘丁真我怎么都绷不住，唐的没边了。,TRUE,2026-04-09T21:55:33Z,2026-04-09T21:55:33Z,76561198850259441,634,61
222885204,schinese,屌的一,TRUE,2026-04-09T16:12:00Z,2026-04-09T16:12:00Z,76561198422390775,153,18
222883983,schinese,生犯贪嗔痴戾疑，死受鞭笞斧斫烹。,TRUE,2026-04-09T15:52:46Z,2026-04-09T15:52:46Z,76561199041844462,290,77
222883054,schinese,除了战斗问题其他都可以接受，但是最重要的战斗体验简直就是一坨，玩到后面越玩越没劲，玩世界崛起的时候绝大部分战斗都能给我一来一回的交互拉满，到荒野这怪我玩着感觉就是它打它的我打我的，相杀中了也没啥收益，不中更是难受，没玩前作的入坑这个还行，就是开荒别选虫棍，会变的不幸。,FALSE,2026-04-09T15:38:03Z,2026-04-21T02:28:17Z,76561198386477244,114,30
222873361,schinese,"原本太刀玩得这么爽准备给好评的，但是你们给我端上了欧米伽，这就好比吃一块蛋糕最后一口吃到了答辩，正面评价清空。

崛起开荒回来之后发现你如此眉清目秀，还是换回好评吧",TRUE,2026-04-09T12:56:10Z,2026-04-29T11:17:20Z,76561198892580315,347,54
222866231,schinese,"逆天丁真，镜头还嫩多。怎么想的，出了个捏脸系统不该多给我镜头吗，感觉我还没丁真一半多，差评
a卡是不配玩游戏吗，打一会儿就崩溃，差评
豪鬼可太有活了，good",TRUE,2026-04-09T10:16:59Z,2026-04-24T14:41:49Z,76561199560772715,108,15
222864475,schinese,"没看出什么缺点，就知道狩猎爽了
现在入问题不大 完全可以玩",TRUE,2026-04-09T09:28:58Z,2026-04-09T09:28:58Z,76561199482739718,0,7
222831153,schinese,无论在哪一作我都是快乐的虫棍侠,TRUE,2026-04-08T19:51:19Z,2026-04-08T19:51:19Z,76561198436024510,0,7
222829213,schinese,都6202年了这个b联机系统真的跟shi一样，和好友打半天连不起，优化也拉跨，老掉牙的ui，你就添你的b主机玩家吧,FALSE,2026-04-08T19:19:08Z,2026-04-08T19:19:08Z,76561198412301049,103,3
222823615,schinese,主机端首发买了一份高级豪华版，stm上也买了一份高级豪华版。千言万语汇成一句：我操你妈（中指）,FALSE,2026-04-08T17:48:26Z,2026-04-08T17:48:26Z,76561199803777086,27,7
222821657,schinese,"我只能说这一作的怪猎真的很难有长时间游玩的欲望，我从怪猎2G开始入坑，之前再难的怪在当时的机能下我都觉得比较有趣，在荒野刚开始预购时 我认为这作不说是集大成之作吧，好歹是把崛起和世界的优点给集合一下，没想到把缺点都做了进来，优点是一点没进。我反正绝对不会在荒野G位DLC内容全部更新之前购买这一次的G位DLC，感觉怪猎的风评真的被这一代害惨了，说实话我这套平民低配电脑甚至现在玩起来有时候都有卡帧的时候。 内容分段式更新慢就算了，问题是又慢内容又少又屎。

想入坑这一作的实在是想马上玩的，我建议打折到百分之50以上再说，如果不急着玩的最好等G位DLC分段式内容完全更新完再说，估计那时候应该打折百分之70左右，我觉得那个时候的价格才对的上这作怪猎对玩家的诚意。",FALSE,2026-04-08T17:16:53Z,2026-04-08T17:16:53Z,76561198129392111,0,3
222816136,schinese,傻逼游戏 多年的问题一点不改 不想说了,FALSE,2026-04-08T15:50:13Z,2026-04-08T15:50:13Z,76561199116238650,182,2
222812315,schinese,👎👎👎👎👎👎👎,FALSE,2026-04-08T14:51:20Z,2026-04-08T14:51:20Z,76561198836436805,85,1
222811223,schinese,多边形使徒猎人 在一坨答辩中拯救第三新东京市,FALSE,2026-04-08T14:33:52Z,2026-04-08T14:41:53Z,76561198381102315,90,2
222811168,schinese,讲道理现在挺好玩的，除了古巨基是真的是一坨，别的都挺好,TRUE,2026-04-08T14:33:15Z,2026-04-08T14:33:15Z,76561198031287870,66,9
222803928,schinese,德田你妈死了,FALSE,2026-04-08T12:25:17Z,2026-04-08T12:25:17Z,76561199074667197,77,7
222796004,schinese,"猎人动作很炫，但不够干脆，攻击动作的分界没有世界崛起那么清晰，加上预输入这个机制，经常按着按着都不知道打到哪个派生动作了。怪物也是，有时候你以为它是转身，但其实是甩尾攻击，有时候你以为它是攻击前摇，但其实它是原地挣扎。
这些随着熟练度增加会好很多。荒野整体还是好玩的，跟崛起相比，更接近世界。",TRUE,2026-04-08T09:15:46Z,2026-04-08T09:15:46Z,76561198009524445,513,71
222781226,schinese,玩了3小时，有一半时间在解决BUG。一直在报错，人物和怪物也变成了方块，最后申请退款说我超了时间不予退款。现在游戏也玩不了钱也没了..第一次见那么牛逼的公司,FALSE,2026-04-08T02:05:07Z,2026-04-08T02:05:07Z,76561198163781917,37,4
222754495,schinese,还没玩明白，但是感觉是屎游戏，先打个差评,FALSE,2026-04-07T17:32:44Z,2026-04-07T17:32:44Z,76561198971611497,249,10
222751518,schinese,"我老婆的国区号共享给自己的港服号，400小时左右，之前玩得都挺正常，更新之后启动动不动就无法认证，一个单机游戏非要强制联网认证。
全成就之后半年多没玩过了，听说更新了又回坑玩了一段时间，没想到终盘内容更是一坨狗屎，现在怪物猎人的终盘怪物设计思路就是逆天数值+满屏地雷+吃屎团本。
虽然之前怪物猎人崛起首发也是一坨狗屎，但人家好歹优化好不吃配置啊。我笔记本4060玩着画面丑到爆，台式机4090全高材质包玩着画面一坨狗屎，各种虚化加上乱七八糟的粒子效果，最近换了5090依然画面脏到极点，随便截一帧，怪物都是又灰模糊的，这种又油又糊，不是灰蒙蒙就是过曝亮瞎眼的画面到底是谁设计出来的？回去玩艾尔登法环我都觉得画面看着舒服多了。",FALSE,2026-04-07T16:47:08Z,2026-04-07T16:47:08Z,76561199194331966,0,1
222746150,schinese,各种创新点子都很有意思，就是优化出大问题，现在勉强能玩,TRUE,2026-04-07T15:22:15Z,2026-04-07T15:22:15Z,76561198905079789,174,16
222746057,schinese,比前几作要差强人意，兼职就是垃圾游戏垃圾平台！,FALSE,2026-04-07T15:20:58Z,2026-04-07T15:20:58Z,76561198403671753,0,3
222739515,schinese,一进去全是nm的七巧板，真的很影响体验好吧，三百多买了一坨屎，最近看有更新上去体验一下不知道怎么了联网又出问题了，以前都能正常进集会的我真不知道怎么就能拉了一坨又大又稀的东西来恶心人，尼玛的卡普空花了三百还要回去玩世界洗眼睛,FALSE,2026-04-07T13:38:53Z,2026-04-07T13:38:53Z,76561198419612093,0,4
222738173,schinese,游戏内容不错，很简单,TRUE,2026-04-07T13:14:08Z,2026-04-07T13:14:08Z,76561198369704258,0,1
222733375,schinese,狗屎一坨,FALSE,2026-04-07T11:43:00Z,2026-04-07T11:43:00Z,76561198123350055,91,5
222728644,schinese,"一年了，优化依旧烂中烂。
👎👎👎👎👎👎👎👎👎👎",FALSE,2026-04-07T09:57:17Z,2026-04-07T09:57:17Z,76561198397387453,134,11
222727011,schinese,发售一年还是会崩溃报错，你牛大了,FALSE,2026-04-07T09:16:12Z,2026-04-07T09:16:12Z,76561198333179155,37,7
222713431,schinese,感觉不如龙信2不如物语3,FALSE,2026-04-07T02:54:23Z,2026-04-07T02:54:23Z,76561199012274705,186,3
222711478,schinese,是我首次尝试怪猎系列的入门作，感受到了怪猎系列浓浓魅力！,TRUE,2026-04-07T02:05:21Z,2026-04-07T02:05:21Z,76561198841495940,0,1
222707935,schinese,"这个是真他妈没有世界好玩
",TRUE,2026-04-07T00:43:52Z,2026-04-07T00:43:52Z,76561198946639832,111,17
222677294,schinese,你不能说荒野一点优点没有但是玩久了就会觉得优点全部被大粪的部分盖过去了，还有这数值设计？？？黑龙也才6w血啊你王锁8w血何意味啊？😅上位都这样了G位我都不敢想，哦对了还有这个挤牙膏式更新我都不想说😅还有虫棍翻滚延迟什么时候修这破游戏都出多久了？？？,FALSE,2026-04-06T16:04:48Z,2026-04-06T16:08:45Z,76561199243776925,0,8
222673913,schinese,小孩哥真讨厌。,TRUE,2026-04-06T15:17:29Z,2026-04-06T15:17:29Z,76561199074194475,38,10
222662987,schinese,武器平衡是脑残做的吗？大剑，铳枪，长枪，虫棍武器等伤害差了盾斧一大截甚至盾斧都能单人击败巨戟龙其他武器连压制都很难做到,FALSE,2026-04-06T12:35:35Z,2026-04-06T12:35:35Z,76561199559275021,0,9
222662512,schinese,"更新后为什么打不开游戏了：[Window Title]
Monster Hunter Wilds - Crash

[Content]
An unhandled exception occurred.

MonsterHunterWilds.exe!0x140000000 + 0xa46ab70


[确定]",FALSE,2026-04-06T12:28:11Z,2026-04-06T12:28:11Z,76561198016505122,0,2
222657940,schinese,A卡用户极其不友好  卡死非常严重 还有个发送一万年的报告,FALSE,2026-04-06T11:03:51Z,2026-04-06T11:03:51Z,76561199033851051,0,4
222655796,schinese,好好好,TRUE,2026-04-06T10:20:47Z,2026-04-06T10:20:47Z,76561198372976549,0,1
222653858,schinese,发售一年多了，连正常启动都做不到。买了游戏还要自己研究怎么才能避免闪退崩溃顺利打开游戏，看自己运气能否游玩，开发商真的没有廉耻心。,FALSE,2026-04-06T09:41:53Z,2026-04-06T09:41:53Z,76561198850279725,0,2
222652486,schinese,"约等于没有的优化，糟糕且模糊的画质，患人格分裂症的丁真幼崽，带有偏见的武器平衡，夸夸其谈的生态。

优化要成本所以忽略优化，选择让玩家堆硬件并让玩家之间互相争吵转移矛盾，2025年的画质近似2018年的怪猎世界甚至不如，卡顿，贴脸加载等各类问题层出不穷，通过硬件筛选玩家这种行为如同竭泽而渔。

把思想没开化，左右脑互搏的丁真幼崽（纳塔）作为剧情主导角色有何意义，与其把经费浪费在所谓的剧情上不如用在优化，怪物质量，数量以及武器和装备外观多样性上。

武器平衡方面已经无话可说了，没有PVP纯PVE的游戏做平衡我不知道是出于什么原因，但我只知道不会做平衡就不要做，把每把武器都做强，让每个人都能用上自己喜欢的武器，对于玩家而言才是好事。

生态？嗯，抱歉，没留意生态这种不切实际的东西。

最后，制作组全体上下你最好祈祷大师位能救你们一命吧，不要搞砸怪猎系列了，继续好好优化让更多人能玩上好游戏，整这么多DLC来卖钱不如实打实做好本体内容，不想外观类MOD影响外观类DLC销量那就把质量做好来。本作原可以成为一款好怪猎，可明明是能做出一道道美食的大厨为何要浪费食材，把美味佳肴做成纳垢浓汤？为何让对你充满信心，希望能美餐一顿的顾客感到如此的失望透顶？

                                                                                                                                                         狂野凶猛的大自然，袭来？
                                                                                                                                                                                      你老味
                                                                                                                                                         沙包甘大的大拳头，袭来！",FALSE,2026-04-06T09:13:32Z,2026-04-06T09:13:32Z,76561198344614959,0,5
222648473,schinese,首发400全款拿下像吃奋  191打折拿下还是香的，综上配置 高清纹理包2K光影全高 帧生成后平均140-170做个参考,TRUE,2026-04-06T07:44:00Z,2026-04-06T07:44:00Z,76561198425127739,88,14
222647858,schinese,带个了fw小丁真，伪善圣母，前期村子被拆你是又哭又闹，拿着个石头都敢上去扔了。纯惹祸精。没能力爱惹祸。跟世界的向导一样。中期村民没事你又意识到了生命的伟大了一路上逼逼赖赖说你理解出来的歪理。看见锁刃龙就跟看见亲母了一样。感觉它从人工生命进化为了自然生命了，会进食了。然后没多久看见锁刃龙所谓的进食就是无休止的食欲，从进食变成了屠杀又各那边叫上了，等一下。不要杀它它好不容易进化为了一个真正的生命你们就要杀掉它。那我请问了它身边十几头龙的尸体是这十几头龙从出生就是死的吗？另外我现在打到第三章：梦中的乐园了。这个b锁刃龙真的是全程多动加大范围攻击，大范围攻击还带连击。难到是不难，但是打得好恶心,FALSE,2026-04-06T07:29:00Z,2026-04-06T07:29:00Z,76561198282771320,246,14
222647178,schinese,好吃,TRUE,2026-04-06T07:13:09Z,2026-04-06T07:13:09Z,76561199374061714,0,1
222642308,schinese,"dlc几时会出？
",TRUE,2026-04-06T05:20:26Z,2026-04-06T05:20:26Z,76561198779934479,0,2
222637110,schinese,新人入坑 还可以 挺有意思,TRUE,2026-04-06T03:21:03Z,2026-04-06T03:21:03Z,76561198444557357,24,3
222633293,schinese,"好玩，爱玩，每个魔物都有自己的特点，10⭐历战王很有挑战性。
野队也娱乐，打着打着就有人猫了，然后下一把😂。",TRUE,2026-04-06T02:03:37Z,2026-04-06T02:05:04Z,76561198172316571,104,2
222631644,schinese,其实算是中评，不算差但是没特别好,TRUE,2026-04-06T01:31:41Z,2026-04-06T01:31:41Z,76561198448477865,42,2
222628681,schinese,完全超越了世界和崛起，新一代怪猎最强作品,TRUE,2026-04-06T00:42:10Z,2026-04-06T00:42:10Z,76561198816301158,11,21
222622969,schinese,态度傲慢，优化垃圾，内容空洞，算是长教训了，别再入首发。,FALSE,2026-04-05T22:58:20Z,2026-04-05T22:58:20Z,76561198405082570,0,2
222621328,schinese,"这是怪猎！猎！猎！猎！
环境再好我能看几遍？？？？你去埃菲尔铁塔能超过２次？？？？
机械碎片？？？什么傻ｂｂｂｂｂｂ网游设计
剧情。。。。。。２０年前的剧情水平？？？
垃圾作品，回去打世界了
（为二优点，双刀和大剑武器设计，其他没了）",FALSE,2026-04-05T22:31:06Z,2026-04-05T22:31:06Z,76561199055643457,0,1
222603748,schinese,"自动寻路很适合我这个新手,4K全高画质的加持下画面还是不错的,怪物的领地争夺做的挺好，就是怪物数量有点少，某些怪物数值比较离谱...本作的国配也比较用心，捏脸和服装都挺好看的，可惜配调色只有两个部位可以改色，剧情比较啥比，但不得不说玩起来还是很上头的（可能是因为没有竞品且底子好...）",TRUE,2026-04-05T18:18:30Z,2026-04-09T18:45:17Z,76561198863973551,151,42
222585087,schinese,1,TRUE,2026-04-05T14:19:07Z,2026-04-05T14:19:07Z,76561198325212271,0,1
222583427,schinese,玩轻弩不笑的是gay',TRUE,2026-04-05T13:56:07Z,2026-04-06T09:41:04Z,76561199531969060,125,4
222581966,schinese,好玩,TRUE,2026-04-05T13:36:18Z,2026-04-05T13:36:18Z,76561199609074952,49,2
222581679,schinese,"在游玩400+小时后，我觉得我终究还是喜欢这部的，但大师位DLC我肯定不会预购了。
另外卡表什么时候把你那D3D :24随机崩溃修复了我什么时候改好评。",FALSE,2026-04-05T13:32:13Z,2026-04-05T13:32:13Z,76561198811301610,137,5
222572613,schinese,这黑皮鬼顶真 是何意味 第一次玩怪猎无脑跳剧情 到打锁刃龙那里 在旁边说风凉话 什么自由啊 生命啊 当初锁刃龙刷你村子里的时候 你怎么不说这种话，然后主角团 还非 无脑围绕这种低智力角色，我说实话 就两个字 “恶心” 玩的我厌蠢症 犯了 ，游戏是好游戏 ，剧情是 真的一坨屎 我说实话 没活剧情这一块让AI 来行吗。,FALSE,2026-04-05T11:13:49Z,2026-04-05T11:13:49Z,76561198149454159,100,19
222570548,schinese,游戏虽然有大大小小的问题，但我因为这个游戏在25年7月换了电脑，我这辈子都是卡普空的粉丝,TRUE,2026-04-05T10:39:16Z,2026-04-05T10:39:16Z,76561198797489814,0,4
222569561,schinese,联网这么垃圾的游戏就别上线丢人了  退坑！！！！！！！！！！！！！！！！！！！！！,FALSE,2026-04-05T10:22:34Z,2026-04-05T10:22:34Z,76561198369931104,0,1
222569473,schinese,先把联机做好再说吧,FALSE,2026-04-05T10:20:57Z,2026-04-05T10:20:57Z,76561198103706611,277,2
222562514,schinese,屎,FALSE,2026-04-05T08:13:07Z,2026-04-05T08:13:07Z,76561198848750120,128,11
222561897,schinese,剧情墨迹  其他还行,TRUE,2026-04-05T08:00:46Z,2026-04-05T08:00:46Z,76561199546682735,0,4
222555760,schinese,对从没有接触过猎人系列的新人来说，还行的，还行的，猫猫可爱看板娘可爱,TRUE,2026-04-05T05:51:17Z,2026-04-05T05:51:17Z,76561199488715203,0,1
222551811,schinese,每部怪猎都是500小时起步，这部不到100小时就给我打ED了，真就试玩版就是全部了，发售一年才想起来做优化更是逆天，还把这种东西当做更新内容在发布会邀功，哪里来的脸？销量看不懂吗，一整年了不知道现在有没有1100W，要知道这破游戏首发就严重透支口碑卖了1000w，一年卖不到100w，幽默完了,FALSE,2026-04-05T04:26:17Z,2026-04-05T04:26:17Z,76561198957770083,8,1
222544843,schinese,为什么没有妄想天使,FALSE,2026-04-05T02:02:52Z,2026-04-20T02:33:41Z,76561199640725971,120,37
222501133,schinese,好,TRUE,2026-04-04T15:11:52Z,2026-04-04T15:11:52Z,76561198775954573,17,1
222498020,schinese,史,FALSE,2026-04-04T14:32:39Z,2026-04-04T14:32:39Z,76561198997123397,71,1
222497273,schinese,作为2025我吃的最大的依托答辩，在2026依然鹅心着我。怪越出越史，怪物性能和人物性能就像德田重病的母亲大战8名黑皮壮汉一样搞笑，希望德田也能找到属于他的黑皮壮汉,FALSE,2026-04-04T14:22:47Z,2026-04-04T14:22:47Z,76561199102005245,51,1
222493574,schinese,"一年以后，半价买性价比还行。
",TRUE,2026-04-04T13:32:47Z,2026-04-04T13:32:47Z,76561198100662502,13,5
222477620,schinese,我是虎逼,FALSE,2026-04-04T09:10:56Z,2026-04-04T09:10:56Z,76561198243717462,364,102
222476710,schinese,还是不错的,TRUE,2026-04-04T08:53:17Z,2026-04-04T08:53:17Z,76561198731460519,78,5
222474638,schinese,BAD,FALSE,2026-04-04T08:12:28Z,2026-04-04T08:12:28Z,76561198837948185,0,45
222468244,schinese,"游戏本体外消费是多的，优化是垃圾的，剧情是无趣的。
要不是为了给猫崽做衣服感觉我根本不会打开此游。",FALSE,2026-04-04T06:01:03Z,2026-04-04T06:01:32Z,76561199404318606,96,14
222463825,schinese,好,TRUE,2026-04-04T04:29:57Z,2026-04-04T04:29:57Z,76561198334176244,196,41
222460053,schinese,德田你🐎死了,FALSE,2026-04-04T03:15:33Z,2026-04-04T03:15:33Z,76561198102212321,0,19
222459366,schinese,优化问题没有了，可以愉快玩了,TRUE,2026-04-04T03:01:55Z,2026-04-04T03:01:55Z,76561198108295883,0,5
222458499,schinese,我的电脑配置不高你们可以看得到，但我觉得不是很卡帧数也比较稳定，虽然不是很高但是个能玩的状态，我的显示器三星2K曲面带的动，总体来讲故事剧情无脑，但打得爽，主线顺着做怪物不用找干！战斗模式机制我觉得都不错，世界和崛起的合体吧。这作的人物终于好看了不容易。我不认为不好带不动玩的卡你自己电脑不行别怪游戏不好。卡表优化也不能说一点问题没有，不过40，50的玩家肯定不会抱怨卡顿了啦。总之游戏不错，我这配置估计已经是极限了，在低的话就得全最低画质那可就真的是有种前几年switch上玩崛起的画质了。哦当然我198入的真香,TRUE,2026-04-04T02:45:24Z,2026-04-04T02:45:24Z,76561198854396739,85,2
222457754,schinese,我存档呢？我存档呢！,FALSE,2026-04-04T02:31:21Z,2026-04-05T01:07:01Z,76561199092591203,86,17
222456967,schinese,"作为一个从PSP版本的怪猎3后就一直AFK到荒野才重启的玩家来说，给我的都是惊喜！
PS：幸亏没从世界开始玩。。。。。。",TRUE,2026-04-04T02:17:31Z,2026-04-04T02:17:31Z,76561199025717806,0,10
222442766,schinese,不好玩喵,FALSE,2026-04-03T21:53:28Z,2026-04-03T21:53:28Z,76561199223114297,0,57
222424514,schinese,祝卡表的老冯与巨戟龙一般从天上永远别下来,FALSE,2026-04-03T17:42:11Z,2026-04-03T17:42:11Z,76561198825890024,84,3
222424510,schinese,强制多人真是活全家了，喜欢我dps检测吗,FALSE,2026-04-03T17:42:08Z,2026-04-03T17:42:08Z,76561198179265850,121,17
222417349,schinese,应该是玩过的历代体验感最差的，怪物少的可怜，生态构建非常单薄，全靠无脑堆怪物血量和攻击还有刷机械武器来延长寿命，最让人受不了的就是买游戏全款，但游戏分期出，真的很想说吃相太难看了……,FALSE,2026-04-03T16:07:31Z,2026-04-03T16:07:31Z,76561199309563463,0,1
222415705,schinese,可以的，就是贴图优化差了些,TRUE,2026-04-03T15:46:11Z,2026-04-03T15:46:11Z,76561198738241906,0,1
222405280,schinese,不好玩,FALSE,2026-04-03T13:28:04Z,2026-04-03T13:28:04Z,76561199638698232,0,2
222404656,schinese,就是打猎,TRUE,2026-04-03T13:17:50Z,2026-04-03T13:17:50Z,76561199227890098,10,1
222403660,schinese,怎么说呢，刷好评怕是收钱了吧。做成这样也能给好评。没玩过游戏？,FALSE,2026-04-03T13:01:41Z,2026-04-25T13:30:13Z,76561198110665175,14,4
222402147,schinese,TM的游戏怎么都进不去啊,FALSE,2026-04-03T12:36:51Z,2026-04-03T12:36:51Z,76561198049503125,149,17
222393681,schinese,烂成啥样了,FALSE,2026-04-03T10:02:52Z,2026-04-03T10:02:52Z,76561199379556687,0,2
222391580,schinese,玩的还行啊,TRUE,2026-04-03T09:19:27Z,2026-04-03T09:19:27Z,76561198375453763,127,19
222391035,schinese,垃圾，垃圾中的垃圾,FALSE,2026-04-03T09:07:33Z,2026-04-03T09:07:33Z,76561199408781229,45,7
222386917,schinese,拉完了,FALSE,2026-04-03T07:35:22Z,2026-04-03T07:35:22Z,76561198435994998,21,1
222385532,schinese,游戏的可玩性还行~就是画质和帧数好低~还是在晚点打折再买吧~,TRUE,2026-04-03T07:01:56Z,2026-04-03T07:01:56Z,76561199127281822,0,45
222384113,schinese,爽快的手感 刷子的游戏,TRUE,2026-04-03T06:27:42Z,2026-04-03T06:27:42Z,76561199537643636,0,1
222382069,schinese,史,FALSE,2026-04-03T05:38:53Z,2026-04-03T05:38:53Z,76561199501783926,139,1
222378135,schinese,持续没收德田优也的老冯直至DLC发售，大芬平衡玩大剑长枪这些重武器就是在粪坑里打滚，滚来滚去嘴里被塞了一嘴史，私人德田搞的珠子分开制真希望把他老冯也分开得了，武器调整也做得稀烂，大剑丢伤害bug发售就有了终盘还不修，很难想象大剑斩斧长枪这些武器和轻弩太刀双刀是同一个游戏里的，沟槽的德田,FALSE,2026-04-03T04:07:37Z,2026-04-03T04:07:37Z,76561199386494698,109,7
222377351,schinese,德田老冯撕了有没有人懂的,FALSE,2026-04-03T03:49:56Z,2026-04-03T03:49:56Z,76561199753487531,0,5
222341145,schinese,一直很喜欢大锤，这一作大锤也很好玩，增加了强力蓄力和霸体，非常好玩,TRUE,2026-04-02T17:09:39Z,2026-04-02T17:09:39Z,76561198810551473,0,1
222337931,schinese,差劲,FALSE,2026-04-02T16:22:13Z,2026-04-02T16:22:13Z,76561198829888132,221,7
222334053,schinese,你可以去ns上和路人一起打曙光，也可以叫上你的好友去打xx或者世界，但是千万别去玩这坨大粪，2025最大诈骗游戏之一，荒野。,FALSE,2026-04-02T15:25:55Z,2026-04-02T15:25:55Z,76561198294565017,0,10
222327690,schinese,"狗市的C5,别上, 上就等他打骨折,5折都嫌高了!",TRUE,2026-04-02T13:51:08Z,2026-04-02T13:51:08Z,76561198450445670,0,1
222324536,schinese,预购最后悔的一次,FALSE,2026-04-02T12:59:31Z,2026-04-02T12:59:31Z,76561198149899949,120,3
222258148,schinese,"能够做得出这个游戏的总监真的是天才，总监的母亲可能是人类，但总监的父亲有可能不是，可能是一条柴犬？
我先不说画质啊，优化啊，体量这些，因为其他玩家已经替我说了。
我这里就说一个玩家的操作，近战和远程的操作虽然说不上天差地别，但也快了，即将远离人类范畴，这就是日本人的做事态度吗？可见一斑啊，好几个按键明明可以省略的，为什么要强行多一个按键出来？
比如“呼唤鹭鹰龙（自动），呼唤鹭鹰龙（手动），确认鹭鹰龙龙袋”，3个按键都可以召唤坐骑，为什么不能简化了？强行占用3个按键。还有“投射器瞄准 和 追加键 投射器瞄准”，又是怎么回事？还是占用按键位置，这些占用按键我甚至都不能取消了，只保留一个。还有个别几个按键莫名其妙的冲突，你水战也不是特别多按键有几个功能也不能用了，怎么不能是同一个按键吗？得特意弄新的按键出来？都2026年了，这些问题还不修复，你妈在水中是可以跳跃是吧？上浮一个跳跃一个按键，其他冲突的按键我也就不说了，好好一个IP，你们日本人不整到死，不会悔改是吗？非要快死了才知道错了。",FALSE,2026-04-01T15:21:38Z,2026-04-01T15:21:38Z,76561198340845550,0,11
